"[49.243, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.0, 0.0, 0.22, 0.0, 0.0, 0.0, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.343, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.022000000000000002, 0.0, 0.22, 0.0, 0.0, 0.022000000000000002, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.443000000000005, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.044000000000000004, 0.0, 0.22, 0.0, 0.0, 0.044000000000000004, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.543, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.06600000000000002, 0.0, 0.22, 0.0, 0.0, 0.06600000000000002, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.643, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.08800000000000001, 0.0, 0.22, 0.0, 0.0, 0.08800000000000001, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.743, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.11, 0.0, 0.22, 0.0, 0.0, 0.11, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.843, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.13200000000000003, 0.0, 0.22, 0.0, 0.0, 0.13200000000000003, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[49.943000000000005, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.15400000000000003, 0.0, 0.22, 0.0, 0.0, 0.15400000000000003, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.043, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.17600000000000002, 0.0, 0.22, 0.0, 0.0, 0.17600000000000002, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.143, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.198, 0.0, 0.22, 0.0, 0.0, 0.198, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.243, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.22, 0.0, 0.22, 0.0, 0.0, 0.22, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.343, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.24200000000000002, 0.0, 0.22, 0.0, 0.0, 0.24200000000000002, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.443000000000005, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.26400000000000007, 0.0, 0.22, 0.0, 0.0, 0.26400000000000007, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.543, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.28600000000000003, 0.0, 0.22, 0.0, 0.0, 0.28600000000000003, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
"[50.643, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, 0.30800000000000005, 0.0, 0.22, 0.0, 0.0, 0.30800000000000005, 0.0, 0.22, 0.178, 0.0, 0.0, 0.0, 0.0, 0.178, 0.0, 0.0]"
