"[49.243, -0.049999628216028214, 3.725290298461914e-07, 0.0, 0.0, -24.0, -24.0, 0.0, 0.0, -24.0, -24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.343, -0.015540704362706492, 0.03288764108549458, 0.0, 0.0, -23.010000000000005, -23.010000000000005, 0.0, 0.0, -23.010000000000005, -23.010000000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.443000000000005, 0.002203741702487605, 0.05049780980493779, 0.0, 0.0, -22.04, -22.04, 0.0, 0.0, -22.04, -22.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.543, 0.01995581716232664, 0.06810034912973606, 0.0, 0.0, -21.090000000000003, -21.090000000000003, 0.0, 0.0, -21.090000000000003, -21.090000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.643, 0.03771399613788162, 0.08569678493881838, 0.0, 0.0, -20.159999999999997, -20.159999999999997, 0.0, 0.0, -20.159999999999997, -20.159999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.743, 0.05545996808200471, 0.1033054277793326, 0.0, 0.0, -19.25, -19.25, 0.0, 0.0, -19.25, -19.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.843, 0.07321204354184374, 0.12090949298305986, 0.0, 0.0, -18.360000000000003, -18.360000000000003, 0.0, 0.0, -18.360000000000003, -18.360000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[49.943000000000005, 0.09096869663846974, 0.13850745467107117, 0.0, 0.0, -17.49, -17.49, 0.0, 0.0, -17.49, -17.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.043, 0.10871619446152181, 0.1561160975115854, 0.0, 0.0, -16.64, -16.64, 0.0, 0.0, -16.64, -16.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.143, 0.12646674404243186, 0.17371863683638367, 0.0, 0.0, -15.809999999999999, -15.809999999999999, 0.0, 0.0, -15.809999999999999, -15.809999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.243, 0.14422339713905785, 0.19131812440332396, 0.0, 0.0, -15.0, -15.0, 0.0, 0.0, -15.0, -15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.343, 0.1619724208410389, 0.2089252413649092, 0.0, 0.0, -14.209999999999999, -14.209999999999999, 0.0, 0.0, -14.209999999999999, -14.209999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.443000000000005, 0.17972449630087795, 0.22652778068970747, 0.0, 0.0, -13.44, -13.44, 0.0, 0.0, -13.44, -13.44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.543, 0.19748114939750394, 0.24412574237771878, 0.0, 0.0, -12.690000000000001, -12.690000000000001, 0.0, 0.0, -12.690000000000001, -12.690000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.643, 0.215230173099485, 0.261731333460375, 0.0, 0.0, -11.959999999999997, -11.959999999999997, 0.0, 0.0, -11.959999999999997, -11.959999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.743, 0.23298377443825302, 0.2793323469062443, 0.0, 0.0, -11.25, -11.25, 0.0, 0.0, -11.25, -11.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.843, 0.2509098000959966, 0.29675941015420904, 0.0, 0.0, -10.559999999999999, -10.559999999999999, 0.0, 0.0, -10.559999999999999, -10.559999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[50.943000000000005, 0.2686572979190487, 0.31436652711579427, 0.0, 0.0, -9.889999999999999, -9.889999999999999, 0.0, 0.0, -9.889999999999999, -9.889999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
